fragment,contribution
"[C&H0](=[N&H1])-[N&H2]",-0.648846
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.615876
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.600872
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.593323
"[C&H0&R]1(-[N&H2])-[C&H2&R]-[C&H2&R]-[C&H2&R]-1",-0.593169
"[O&H1]-[C&H0]=[O&H0]",-0.588131
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.560680
"[N&H2]-[C&H2]-[C&H2]",-0.548554
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.519729
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.509363
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.501930
"[C&H1](-[N&H2])-[C&H2]",-0.490633
"[c&H0&R](=[N&H0&+](-[C&H3])-[C&H3]):[c&H1&R]",-0.466189
"[N&H0]=[c&H0&R]([c&H1&R]):[c&H0&R2]:[c&H1&R]",-0.458499
"[N&H2]-[N&H1]-[C&H2]",-0.458447
"[O&H1]-[C&H0](=[O&H0])[C&H1]=[C&H1]",-0.455359
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.453055
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.451693
"[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.440506
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.436046
"[N&H2]-[C&H2]",-0.432039
"[N&H0]=[c&H0&R]([c&H1&R]):[c&H0&R2]:[c&H0&R2]",-0.429502
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.426817
"[C&H3]-[N&H1]-[C&H1&R]-[C&H2&R]-[C&H2&R]",-0.424520
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.421967
"[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]-[C&H2&R]",-0.419627
