fragment,contribution
"[O&H1]-[C&H0]=[O&H0]",-0.794156
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.748442
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.724993
"[N&H0]-[C&H2]-[C&H2]-[C&H0]-[C&H0]",-0.721497
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.700138
"[S&H0]-[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.699238
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H2&R2]",-0.692915
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H1&R3]",-0.683287
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.676212
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.667473
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H2&R2])-[C&H2&R2]",-0.667431
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.657292
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.642875
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.642395
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[c&H0&R]",-0.640950
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.630042
"[N&H2]-[C&H2]-[C&H2]",-0.627905
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H1&R3])-[C&H2&R2]",-0.627646
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]",-0.627360
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.623626
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.621608
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.614858
"[O&H1]-[C&H0]-[C&H2]-[S&H0]",-0.614348
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[n&H1&R]",-0.614250
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.610961
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[C&H2]",-0.608829
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H0&R]",-0.601785
