fragment,contribution
"[C&H0](=[N&H1])-[N&H2]",-0.957761
"[O&H1]-[C&H0]=[O&H0]",-0.743603
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.680224
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.655254
"[N&H0]=[c&H0&R][c&H0&R2]",-0.625412
"[c&H0&R]=[N&H1]",-0.522155
"[C&H0]=[N&H1]",-0.519145
"[C&H1](-[N&H2])-[C&H2]",-0.513470
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.502127
"[C&H1]-[O&H1]",-0.500748
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.475963
"[C&H2]-[N&H2]",-0.474880
"[C&H1]-[N&H2]",-0.469148
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.469140
"[C&H0](=[O&H0])-[O&H1]",-0.464780
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.458576
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.455926
"[C&H0](=[N&H0]\[O&H1])\[N&H2]",-0.451659
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.445778
"[C&H2&R]-[N&H1&R]",-0.444847
"[c&H0&R]/[C&H0](=[N&H0]/[O&H1])-[N&H2]",-0.443560
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.442276
"[N&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.441172
"[C&H0]-[O&H1]",-0.440528
"[N&H1]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.436288
"[N&H0]=[c&H0&R]",-0.434440
"[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.430295
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.421327
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.418107
"[N&H2]-[C&H0&R3](-[C&H2&R2])(-[C&H2&R2])-[C&H2&R2]",-0.416040
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H2&R2]",-0.414314
"[C&H0]=[N&H0][O&H1]",-0.410358
"[n&H0&R]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.409977
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.408419
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.408081
"[C&H3]-[C&H0]=[N&H1]",-0.407553
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.407149
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.404513
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.403834
"[N&H2]-[C&H2]-[C&H2]",-0.400123
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H1&R3]",-0.396044
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H2&R2])-[C&H2&R2]",-0.393392
"[C&H2][N&H0]=[c&H0&R]",-0.391017
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.390030
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.386257
"[C&H0](=[N&H0])[N&H2]",-0.381549
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.379841
"[C&H0](=[N&H1])-[c&H0&R]",-0.379537
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.379347
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[N&H2]",-0.377610
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.377597
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.375661
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]:[c&H1&R]",-0.374775
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.373101
"[N&H2]-[N&H1]-[C&H2]",-0.372959
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.371423
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.367652
"[O&H0&R]-[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.366608
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.366056
"[n&H0&R2]:[c&H0&R]-[O&H1]",-0.365910
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]",-0.364535
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H1&R3])-[C&H2&R2]",-0.359862
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.357555
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H2&R2]-[C&H0&R3]",-0.351291
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.348399
"[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.346545
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.344244
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H2&R2]",-0.342138
"[C&H1&R]-[N&H2]",-0.342107
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.340799
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]",-0.340299
"[C&H3]-[N&H1]-[C&H1]-[C&H1]-[O&H1]",-0.338762
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.334883
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.334811
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.333649
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.333346
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H1&R]",-0.332345
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.331435
