fragment,contribution
"[O&H1]-[C&H0]=[O&H0]",-1.469954
"[C&H0]=[N&H1]",-1.098646
"[C&H0]-[O&H1]",-1.020323
"[c&H0&R]=[N&H1]",-0.833456
"[C&H1]-[O&H1]",-0.638547
"[c&H0&R]/[C&H0]=[N&H0]/[O&H1]",-0.631965
"[C&H0]=[N&H0][O&H1]",-0.594296
"[S&H0]=[N&H1]",-0.557673
"[C&H0](=[O&H0])-[O&H1]",-0.554073
"[C&H1]-[N&H2]",-0.532531
"[C&H0](=[N&H0]\[O&H1])\[N&H2]",-0.473952
"[C&H2]-[C&H0]=[N&H1]",-0.457299
"[C&H3]-[C&H0]=[N&H1]",-0.449760
"[O&H1]-[S&H0]=[N&H1]",-0.445881
"[C&H0](-[Cl&H0])(-[Cl&H0])-[Cl&H0]",0.382228
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.376289
"[c&H0&R]-[C&H0]=[N&H1]",-0.375677
"[O&H1]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]",0.366747
"[Br&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[s&H0&R]",0.354829
"[B&H0]-[O&H1]",-0.351237
"[B&H0&R]-[O&H1]",-0.351237
"[C&H0&R2]-[O&H1]",-0.350711
"[N&H1]-[C&H0]=[N&H1]",-0.344212
"[C&H1&R]-[N&H2]",-0.341501
"[Br&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]",0.334890
"[C&H2]-[N&H2]",-0.333659
"[C&H1]-[N&H1]-[C&H2]-[C&H2]-[N&H1]",-0.326290
"[c&H1&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]:[c&H1&R]",0.325405
"[C&H0&R3]-[N&H2]",-0.320705
"[Br&H0]-[c&H0&R](:[c&H1&R]):[c&H1&R]:[c&H1&R]",0.318491
"[N&H2]-[C&H0]=[N&H1]",-0.312156
"[n&H0&R]:[c&H0&R]/[C&H0]=[N&H0]/[O&H1]",-0.311941
"[n&H0&R]:[c&H0&R]=[N&H1]",-0.311649
"[N&H0&R]-[B&H0&R]-[O&H1]",-0.311151
"[F&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]",0.311074
"[O&H1]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R2]",0.310868
"[O&H1]-[c&H0&R](:[c&H1&R]):[c&H1&R]:[c&H1&R]",0.309421
"[S&H1]-[c&H0&R]:[n&H1&R]:[c&H0&R]=[O&H0]",-0.308314
"[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R]",0.306823
"[n&H0&R]:[n&H0&R]:[n&H1&R]:[n&H0&R]",-0.306806
"[C&H1]-[C&H1]-[O&H1]",-0.306803
"[N&H1]-[N&H2]",-0.306271
"[C&H3]/[N&H0]=[C&H0]\[S&H1]",-0.301967
"[Br&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R2]",0.300034
"[C&H1]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.292663
"[C&H1]-[C&H1]-[N&H2]",-0.291935
"[C&H0]-[C&H0]-[O&H1]",-0.291656
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.291255
"[C&H1]-[n&H0&R]:[n&H1&R]:[c&H0&R]=[O&H0]",-0.289967
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[N&H1]",-0.289065
"[c&H0&R]-[C&H1]-[O&H1]",-0.287118
"[N&H1]-[O&H1]",-0.286683
"[c&H1&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]:[c&H0&R2]",0.286366
"[Br&H0]-[c&H0&R](:[c&H1&R]:[c&H0&R]):[c&H1&R]",0.285394
"[C&H0]-[N&H1]-[O&H1]",-0.284908
"[N&H1]-[C&H1]-[C&H1]-[O&H1]",-0.284857
"[C&H1]-[N&H1]-[N&H1]-[C&H0]=[O&H0]",-0.284783
"[Br&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R]",0.283861
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H2]",-0.281906
"[C&H1]-[C&H0]-[O&H1]",-0.281812
"[Cl&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H1&R]",0.281215
"[c&H0&R]-[C&H0]-[O&H1]",-0.280753
"[n&H0&R]-[C&H2]-[C&H2]-[O&H1]",-0.278722
"[C&H1]-[C&H0](-[Cl&H0])(-[Cl&H0])-[Cl&H0]",0.277959
"[O&H1]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R]",0.276840
"[C&H1&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.274140
"[Br&H0]",0.272756
"[O&H1]-[c&H0&R](:[c&H1&R]:[c&H0&R]):[c&H1&R]",0.271847
"[C&H1&R]-[O&H1]",-0.269248
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H1]",-0.269208
"[C&H1&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]-[N&H0&R]",-0.269095
"[C&H0]-[C&H2]-[O&H1]",-0.268824
"[C&H1&R]-[C&H2]-[N&H2]",-0.268380
"[c&H1&R](:[c&H1&R]:[c&H1&R]:[c&H0&R]):[c&H1&R]",0.268275
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.266127
"[C&H0&R3]-[N&H1]-[C&H2]-[C&H0]=[O&H0]",-0.265739
"[C&H0&R]-[C&H2]-[N&H2]",-0.265161
"[C&H1](-[Cl&H0])-[Cl&H0]",0.264767
"[N&H1]-[C&H2]-[C&H2]-[N&H2]",-0.264329
"[C&H1]-[C&H2]-[O&H1]",-0.264118
"[C&H2]-[C&H0]-[O&H1]",-0.262906
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.262700
"[C&H1]-[N&H1]-[C&H1]-[C&H1]-[O&H1]",-0.262330
"[N&H1]-[C&H1]-[C&H2]-[O&H1]",-0.261555
"[Br&H0]-[c&H0&R](:[c&H1&R]):[c&H1&R]",0.261085
"[Br&H0]-[c&H0&R](:[c&H1&R]):[c&H1&R]:[c&H0&R2]",0.261083
"[C&H1&R]-[C&H0]-[O&H1]",-0.260879
"[N&H1]-[C&H1]-[C&H2]-[N&H2]",-0.260865
"[c&H1&R](:[c&H1&R]:[c&H1&R]:[c&H0&R2]):[c&H1&R]",0.259774
"[C&H0](=[N&H1])-[N&H2]",-0.258923
"[C&H0&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.258387
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.258267
"[F&H0]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R2]",0.258237
"[N&H0]-[C&H2]-[C&H2]-[O&H1]",-0.257889
"[C&H0&R]-[O&H1]",-0.256666
"[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.256216
"[C&H0]-[C&H1]-[O&H1]",-0.255631
"[n&H0&R]-[C&H2]-[C&H1]-[O&H1]",-0.255447
"[C&H0]-[C&H2]-[N&H2]",-0.255348
"[C&H0](-[Cl&H0])-[Cl&H0]",0.254973
"[n&H0&R]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.254791
"[c&H1&R](:[c&H1&R]):[c&H1&R]:[c&H1&R]:[c&H0&R]",0.252106
"[F&H0]-[C&H0](-[F&H0])(-[F&H0])-[c&H0&R]",0.251588
"[C&H2&R]-[C&H1&R]-[N&H2]",-0.251523
"[O&H1]-[B&H0]-[O&H1]",-0.250760
"[c&H0&R]-[n&H0&R]:[n&H1&R]:[c&H0&R]=[O&H0]",-0.250194
"[C&H2&R2]-[C&H0&R3]-[O&H1]",-0.249818
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.249616
