fragment,contribution
"[O&H1]-[C&H0]=[O&H0]",-1.109860
"[C&H0]=[N&H1]",-1.073504
"[c&H0&R]/[C&H0]=[N&H0]/[O&H1]",-0.919593
"[c&H0&R]=[N&H1]",-0.822157
"[S&H0]=[N&H1]",-0.668792
"[C&H0](=[O&H0])-[O&H1]",-0.630718
"[C&H3]-[C&H0]=[N&H1]",-0.589034
"[C&H2]-[C&H0]=[N&H1]",-0.568987
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.555786
"[C&H0](=[N&H0]\[O&H1])\[N&H2]",-0.553153
"[N&H2]-[C&H2]-[C&H2]",-0.550794
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.548336
"[C&H2]/[N&H0]=[c&H0&R]\[c&H1&R]",-0.540053
"[C&H2]/[N&H0]=[c&H0&R]\[c&H1&R]:[c&H1&R]",-0.530296
"[C&H1]/[N&H0]=[c&H0&R]\[c&H1&R]",-0.513155
"[C&H3]/[N&H0]=[C&H0]\[S&H1]",-0.507675
"[C&H1]/[N&H0]=[c&H0&R]\[c&H1&R]:[c&H1&R]",-0.502608
"[C&H0]=[N&H0][O&H1]",-0.488982
"[C&H2]/[N&H0]=[c&H0&R]/[c&H0&R2]",-0.477021
"[N&H0]=[C&H0][S&H1]",-0.473959
"[N&H2]-[N&H1]-[C&H2]",-0.460760
"[C&H2]/[N&H0]=[c&H0&R]/[c&H0&R2]:[c&H1&R]",-0.454662
"[C&H0](=[O&H0])-[C&H2]-[O&H1]",-0.450820
"[N&H2]-[N&H1]",-0.450234
"[C&H1]-[N&H2]",-0.447742
"[C&H2&R]-[N&H1&R]",-0.447370
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.446640
"[c&H0&R]/[C&H0](=[N&H0]/[O&H1])-[N&H2]",-0.441514
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.440494
"[C&H1]/[N&H0]=[c&H0&R]/[c&H0&R2]",-0.431995
"[C&H2]-[N&H2]",-0.431152
"[C&H0]-[S&H1]",-0.428758
"[C&H0](=[N&H0])[N&H2]",-0.426576
"[C&H1&R]-[N&H2]",-0.424432
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.416608
"[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.408362
"[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.408095
"[C&H1]/[N&H0]=[c&H0&R]/[c&H0&R2]:[c&H1&R]",-0.404274
"[C&H0](=[O&H0])-[C&H1]-[O&H1]",-0.403888
"[C&H1&R]-[C&H0](=[O&H0])-[O&H1]",-0.400715
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.400470
"[C&H0&R3]-[N&H2]",-0.399075
"[n&H0&R]:[c&H0&R]=[N&H1]",-0.397867
"[O&H1]-[B&H0]-[O&H1]",-0.397699
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.394744
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.393802
"[N&H2]-[C&H2]",-0.387939
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.385993
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.383041
"[N&H2]-[C&H0]=[N&H1]",-0.380117
"[C&H0&R3]-[C&H0](=[O&H0])-[O&H1]",-0.373199
"[C&H0&R]-[N&H2]",-0.369469
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.363474
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.359306
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.357316
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.351644
"[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.348239
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.347693
"[C&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.346048
"[c&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.343077
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.342240
"[C&H0](=[O&H0])-[C&H0]-[O&H1]",-0.331512
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.328582
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.325397
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.325357
"[n&H0&R]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.324893
