fragment,contribution
"[c&H0&R](=[N&H0&+](-[C&H3])-[C&H3]):[c&H1&R]",-0.537902
"[O&H1]-[C&H0]=[O&H0]",-0.453704
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.446716
"[c&H1&R]:[c&H0&R](=[N&H0&+]-[C&H3]):[c&H1&R]",-0.423510
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.420990
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.420170
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.408726
"[C&H0](=[N&H1])-[N&H2]",-0.405895
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.399367
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.398684
"[N&H0&+](-[C&H3])(-[C&H3])-[C&H2]-[C&H2]",-0.397103
"[O&H1]-[C&H0]-[C&H1]-[N&H1]-[C&H0]",-0.394207
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.390088
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.385978
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[c&H0&R]",-0.381096
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.379848
"[n&H0&R&+](-[C&H3]):[c&H0&R]-[C&H3]",-0.374315
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.372571
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.372201
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.371609
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.368182
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.366912
"[C&H1]-[C&H0]-[N&H1]-[S&H0]=[O&H0]",-0.366606
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.366219
