fragment,contribution
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.804613
"[N&H2]-[C&H2]-[C&H2]",-0.786323
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.746411
"[O&H1]-[C&H0]=[O&H0]",-0.735200
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.724012
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.670727
"[C&H0](=[N&H1])-[N&H2]",-0.612937
"[N&H2]-[C&H2]",-0.612672
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.610716
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.603725
"[N&H2]-[C&H0]=[N&H1]",-0.602342
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]",-0.589660
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.576641
"[S&H0]-[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.556895
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.556316
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.550749
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.544965
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[n&H0&R]",-0.537592
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.522924
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.520929
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.519177
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[n&H0&R]",-0.517983
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.515584
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.511040
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.508168
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.502513
"[C&H3]-[C&H1]-[N&H1]-[C&H2]-[C&H2]",-0.499326
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.497168
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.494934
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.494885
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[c&H0&R]",-0.494031
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]-[c&H0&R2]",-0.489463
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.488695
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.486794
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.483666
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[s&H0&R]",-0.482372
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[c&H1&R]",-0.481369
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.480162
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.479028
"[C&H3]-[C&H2]-[N&H1]-[C&H2]-[c&H0&R]",-0.474610
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.472107
"[C&H2&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.469921
"[Cl&H0]-[C&H0]=[O&H0]",-0.469712
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.467744
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.462509
"[C&H0]=[N&H1]",-0.462478
"[C&H3]-[C&H1&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.459678
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.458760
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.453301
"[N&H0]-[C&H2]-[C&H2]-[C&H0]-[C&H0]",-0.452150
"[C&H3]-[N&H1]-[C&H2]",-0.441935
"[C&H3]-[C&H1]-[N&H1]-[C&H2]-[c&H0&R]",-0.440853
"[O&H1]-[S&H0]=[N&H1]",-0.440563
"[O&H1]-[C&H0]-[C&H2]-[n&H0&R]:[n&H0&R]",-0.438502
"[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.438388
"[N&H2]-[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.432332
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.432108
"[C&H1&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]-[N&H1&R]",-0.431388
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.426381
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.424795
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.422947
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.422750
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]",-0.422436
"[C&H0]-[O&H1]",-0.418387
"[C&H3]-[C&H1]-[N&H1]-[C&H2]-[C&H1]",-0.416233
