fragment,contribution
"[O&H1]-[C&H0]=[O&H0]",-0.608129
"[N&H2]-[C&H0]=[N&H1]",-0.494499
"[O&H1]-[S&H0]=[N&H1]",-0.464214
"[c&H0&R]=[N&H1]",-0.441305
"[C&H0](=[O&H0])-[O&H1]",-0.419711
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.418224
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.410152
"[C&H0]=[N&H1]",-0.404848
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.394861
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.394296
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.391375
"[C&H0]-[C&H2]-[O&H1]",-0.378551
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.375510
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.375020
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.369936
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.367623
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.365901
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.365524
"[C&H3]-[C&H0]=[N&H1]",-0.365513
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.364048
"[c&H0&R]-[C&H0]-[O&H1]",-0.363824
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.363633
"[n&H0&R]:[c&H0&R]-[C&H0]-[O&H1]",-0.360195
"[C&H0]-[C&H1]-[O&H1]",-0.360185
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.356338
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[c&H0&R]",-0.355041
"[c&H0&R]-[C&H1]-[C&H0]-[O&H1]",-0.351498
"[c&H0&R]-[C&H2]-[C&H1]-[C&H0]-[O&H1]",-0.349963
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.349778
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.348525
"[c&H0&R]-[C&H1]-[O&H1]",-0.347529
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.346331
"[C&H1]-[C&H0]-[O&H1]",-0.343461
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.342512
"[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.341865
"[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.341350
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.339038
"[c&H0&R2]:[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.338955
