fragment,coefficient
[C&H0](=[O&H0])-[O&H1],-0.3078855276107788
[O&H1]-[C&H0]=[O&H0],-0.3038027286529541
[C&H0]-[O&H1],-0.2957017123699188
[C&H0]=[N&H1],-0.1706070601940155
[O&H1]-[C&H0],-0.16517774760723114
[c&H1&R]:[c&H1&R]:[c&H0&R](-[Cl&H0]):[c&H1&R],0.14127904176712036
[C&H2&R]-[N&H1&R],-0.13862933218479156
[O&H1]-[C&H0]-[c&H0&R]:[c&H1&R],-0.12676431238651276
[N&H1&R],-0.12301531434059143
[C&H2&R]-[N&H1&R]-[C&H2&R],-0.1225556880235672
[c&H0&R]-[c&H0&R]:[c&H1&R],0.12171468138694763
[C&H2&R]-[C&H2&R]-[C&H2&R]-[C&H2&R]-[C&H2&R],0.12096194922924042
[c&H0&R]-[C&H0](=[O&H0])-[O&H1],-0.12043119966983795
[C&H3]-[C&H2]-[C&H2],0.1187916100025177
[c&H1&R]:[c&H0&R]-[C&H0](=[O&H0])-[O&H1],-0.1156771257519722
[c&H0&R]:[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R],0.11398489773273468
[c&H0&R]-[C&H0]-[O&H1],-0.11390763521194458
[C&H2&R]-[C&H2&R]-[N&H1&R],-0.1138005405664444
[c&H1&R]:[c&H0&R]-[Cl&H0],0.11290422827005386
[c&H0&R]-[C&H3],0.11137599498033524
[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H0&R2],0.11006607860326767
[C&H2]-[C&H1]-[O&H1],-0.10842367261648178
[C&H2]-[C&H0]-[O&H1],-0.10677313804626465
[C&H2]-[C&H0](=[O&H0])-[O&H1],-0.105777807533741
[O&H1]-[C&H0]-[C&H2],-0.10468828678131104
[c&H1&R]:[c&H1&R]:[c&H0&R]-[Cl&H0],0.10319479554891586
[c&H0&R]-[N&H1],0.10161176323890686
[c&H0&R]-[S&H0],0.10113069415092468
[C&H3]-[C&H1]-[C&H3],0.10091671347618103
[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R],0.10011764615774155
[C&H2&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R],-0.09922309964895248
[S&H0]=[O&H0],-0.09860594570636749
[c&H1&R]:[c&H0&R]-[C&H0]-[O&H1],-0.0983867272734642
[C&H3]-[C&H0]-[N&H1],-0.09802154451608658
[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R2]:[c&H0&R2],0.09800070524215698
[C&H2&R]-[C&H2&R]-[N&H1&R]-[C&H2&R],-0.09782418608665466
[C&H0](-[F&H0])-[F&H0],0.09774471819400787
[C&H0]-[c&H0&R]:[c&H1&R]:[c&H1&R],0.09751461446285248
[c&H0&R](:[c&H1&R])-[C&H0](=[O&H0])-[O&H1],-0.09727760404348373
[N&H0]-[C&H0]=[O&H0],0.09723725914955139
[c&H1&R]:[c&H1&R]:[c&H0&R],0.09567674249410629
[N&H1]-[C&H2]-[C&H2],-0.09499871730804443
[c&H0&R]:[n&H0&R]:[c&H0&R2]:[c&H0&R2],0.09493652731180191
[O&H1]-[C&H0](=[O&H0])-[C&H2],-0.094253309071064
[c&H1&R]:[c&H1&R]:[c&H1&R]:[c&H1&R],0.09158267825841904
[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R],-0.09154516458511353
[O&H1]-[c&H0&R]:[c&H1&R]:[c&H1&R]:[c&H0&R],0.09027410298585892
[C&H0]-[c&H0&R](:[c&H1&R]):[c&H1&R],0.08935301005840302
[N&H1&R]-[C&H2&R],-0.08887355029582977
[C&H3]-[C&H2],0.08746296912431717
