fragment,contribution
"[C&H0](=[N&H1])-[N&H2]",-0.645182
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.515742
"[O&H1]-[C&H0]=[O&H0]",-0.513768
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.499308
"[N&H2]-[C&H0]=[N&H1]",-0.465414
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.464860
"[N&H2]-[C&H2]-[C&H2]",-0.453187
"[c&H0&R](=[N&H0&+](-[C&H3])-[C&H3]):[c&H1&R]",-0.433477
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.422347
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.405951
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.394698
"[N&H2]-[C&H2]",-0.388332
"[N&H2]-[N&H1]-[C&H2]",-0.386007
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.383475
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.383105
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.370101
"[C&H0&R]1(-[N&H2])-[C&H2&R]-[C&H2&R]-[C&H2&R]-1",-0.361166
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.359060
"[C&H0](=[O&H0])-[O&H1]",-0.358874
"[C&H1](-[N&H2])-[C&H2]",-0.358231
"[N&H2]-[N&H1]",-0.355568
"[c&H0&R](=[N&H0&+]-[C&H3]):[c&H1&R]",-0.352064
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.351726
"[C&H2&R](-[C&H2&R])-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.349519
"[O&H1]-[C&H0]",-0.344815
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.343052
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.342109
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.339517
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.337525
"[C&H0]=[N&H1]",-0.333286
"[N&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.331085
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.327368
"[c&H1&R]:[c&H0&R](=[N&H0&+]-[C&H3]):[c&H1&R]",-0.322903
"[C&H0]-[O&H1]",-0.322392
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.319033
"[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.318142
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.316007
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.315728
"[N&H1]-[C&H0]=[N&H1]",-0.315375
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.310139
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]",-0.308167
"[N&H2]-[C&H1]-[C&H2]-[C&H2]",-0.306976
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.306432
"[C&H3]-[N&H0&R2]-[C&H1&R2]-[C&H2&R]-[C&H2&R]",-0.304911
"[C&H0&R3]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.302702
"[c&H0&R](=[N&H0&+]):[c&H1&R]",-0.301907
"[C&H0](=[N&H0]\[O&H1])\[N&H2]",-0.301259
"[C&H3]-[C&H0]=[N&H1]",-0.301246
"[N&H2]",-0.301152
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.300476
"[c&H0&R](=[N&H0&+]-[C&H3]):[c&H1&R]:[c&H0&R2]",-0.299379
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.298087
"[C&H0&R3]-[C&H0](=[O&H0])-[O&H1]",-0.296726
"[N&H2]-[C&H1]-[C&H2]-[C&H0]=[O&H0]",-0.296348
"[c&H1&R]:[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.294439
"[C&H2&R](-[C&H2&R])-[N&H1&R]-[C&H2&R]",-0.294249
"[C&H0]-[N&H1]-[S&H0](=[O&H0])=[O&H0]",-0.294104
"[O&H1]",-0.292288
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.292196
"[C&H3]-[N&H1]-[C&H2]",-0.290396
"[N&H2]-[C&H1]-[C&H2]-[C&H2]-[C&H0]",-0.289985
"[C&H2&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.289338
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.289300
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.286951
"[N&H0]=[c&H0&R][c&H0&R2]:[c&H1&R]:[c&H1&R]",-0.286855
"[N&H0]-[C&H0]=[N&H1]",-0.286624
"[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.286097
"[c&H1&R]:[c&H0&R](=[N&H0&+]):[c&H1&R]",-0.283367
"[C&H0]-[C&H0](=[O&H0])-[O&H1]",-0.281223
"[c&H1&R]:[c&H0&R][C&H0](=[N&H0])-[N&H2]",-0.279025
"[C&H0](=[N&H0])[N&H2]",-0.278897
"[N&H1]-[C&H1]-[N&H1][C&H0]=[N&H0]",-0.278727
"[C&H0&R]1=[N&H0&R]-[C&H2&R]-[C&H2&R]-[N&H1&R]-1",-0.277141
"[N&H1]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.275892
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.275480
"[C&H3]-[C&H2]-[N&H1]-[C&H1&R]-[C&H2&R]",-0.272362
"[C&H2]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.271537
"[N&H0]=[c&H0&R]([c&H1&R]:[c&H1&R]):[c&H0&R2]",-0.270731
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.269306
"[C&H1](-[N&H2])-[C&H2]-[O&H0]-[c&H0&R]",-0.269165
"[C&H0&R2]1=[N&H0&R]-[C&H2&R]-[C&H2&R]-[N&H0&R2]-1",-0.268955
"[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.268243
"[c&H0&R]=[N&H0&+]-[C&H3]",-0.267706
"[C&H1&R2]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H1&R2]",-0.267058
"[C&H1&R]-[C&H0](=[O&H0])-[O&H1]",-0.266547
"[c&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.266455
"[N&H0]=[c&H0&R]([c&H1&R]):[c&H0&R2]:[c&H1&R]",-0.265594
"[C&H2&R]1-[C&H2&R]-[N&H0&R]=[C&H0&R]-[N&H1&R]-1",-0.264324
"[C&H1&R](-[N&H2])-[C&H2&R]-[C&H2&R]",-0.263898
"[C&H0&R]1(-[C&H2]-[N&H2])-[C&H2&R]-[C&H2&R]-1",-0.263279
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.263181
"[N&H0]=[c&H0&R][c&H1&R]:[c&H1&R]",-0.262324
"[C&H0](=[N&H1])-[c&H0&R]",-0.262093
"[C&H3]-[N&H1]-[C&H1&R]-[C&H2&R]-[C&H2&R]",-0.261759
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.261581
"[n&H0&R]:[n&H0&R]:[n&H1&R]:[n&H0&R]",-0.260683
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.260159
"[C&H1&R]-[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.258472
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.257982
"[c&H0&R]-[C&H0]=[N&H1]",-0.257635
"[C&H0&R3]-[N&H1]-[C&H2]-[C&H0]=[O&H0]",-0.257220
"[c&H0&R]/[C&H0](=[N&H0]/[O&H1])-[N&H2]",-0.256913
"[C&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.256809
"[C&H2]-[C&H0]=[N&H1]",-0.256667
"[c&H1&R]:[c&H0&R](=[N&H0&+]):[c&H1&R]:[c&H0&R2]",-0.256313
"[N&H0&R]1-[C&H2&R]-[C&H2&R]-[C&H2&R]-[C&H2&R]-1",-0.255709
"[C&H3]-[C&H1]-[N&H1]-[C&H2]-[C&H2]",-0.255464
"[c&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.254293
"[C&H3]-[N&H0&R2]-[C&H1&R2]-[C&H2&R]",-0.253440
"[N&H2]-[C&H1]-[C&H2]",-0.252558
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.252320
"[C&H2]-[C&H0]-[C&H0](=[O&H0])-[O&H1]",-0.252143
"[C&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.251992
"[C&H0]-[C&H0]-[O&H1]",-0.251609
"[C&H2&R]-[C&H1&R]-[N&H1]-[C&H2]-[C&H2]",-0.250978
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]:[c&H1&R]",-0.250786
"[C&H0](=[N&H1])-[N&H1]-[C&H0]=[O&H0]",-0.250252
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.250061
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.248748
"[N&H0]=[c&H0&R][c&H0&R2]",-0.247785
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.247587
"[C&H0](=[O&H0])-[N&H1]-[S&H0]=[O&H0]",-0.246526
"[c&H0&R]=[N&H1]",-0.246519
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.244285
"[C&H0](=[N&H1])-[N&H1]-[S&H0]=[O&H0]",-0.243874
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.241867
"[C&H3]-[C&H1]-[N&H1]-[C&H2]-[C&H1]",-0.241345
"[C&H1]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.241105
"[C&H2&R2]1-[C&H1&R2]-[N&H1&R]-[C&H2&R]-[C&H1&R2]-1",-0.240201
"[O&H1]-[C&H0]-[C&H2]-[C&H0]",-0.239991
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.239540
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.239199
"[C&H3]-[N&H1]-[C&H1]-[C&H3]",-0.238463
"[C&H1]-[C&H2]-[N&H1]-[C&H1&R]-[C&H2&R]",-0.238435
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.238426
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]",-0.237902
"[C&H1]-[N&H1]-[C&H2]-[C&H2]-[N&H1]",-0.237742
"[C&H0](-[C&H0](=[O&H0])-[O&H1])-[c&H0&R]",-0.237044
"[C&H3]-[C&H1&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]",-0.236483
"[O&H1]-[B&H0]-[O&H1]",-0.236421
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[c&H1&R]",-0.236223
"[C&H1]-[O&H1]",-0.236062
"[c&H1&R]:[c&H0&R](-[N&H2]):[c&H1&R]:[c&H1&R]",-0.235957
"[C&H1]-[C&H0]-[O&H1]",-0.235045
"[C&H3]-[C&H0]-[N&H1]-[C&H2]-[C&H2]",-0.234066
"[n&H0&R]:[c&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.232881
"[C&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.232688
"[C&H0&R3]-[C&H0]-[O&H1]",-0.232652
"[C&H1]=[C&H0][C&H0](=[O&H0])-[O&H1]",-0.232303
