fragment,contribution
"[O&H1]-[C&H0]=[O&H0]",-0.708668
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.570315
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.559994
"[C&H0](=[N&H1])-[N&H2]",-0.558466
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.550451
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.541665
"[C&H1]-[O&H1]",-0.538454
"[C&H0]-[O&H1]",-0.524962
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[N&H1]",-0.516965
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.514316
"[C&H1]-[N&H2]",-0.508443
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.500855
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.499959
"[O&H1]-[C&H0](=[O&H0])[C&H1]=[C&H1]",-0.487979
"[N&H1]-[N&H2]",-0.482441
"[C&H0&R2]-[O&H1]",-0.476882
"[C&H2]-[N&H2]",-0.475446
"[N&H1]-[C&H2]-[C&H2]-[N&H2]",-0.467481
"[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.460642
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[S&H0]",-0.457470
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.453763
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.451856
"[B&H0&R]-[O&H1]",-0.450191
"[B&H0]-[O&H1]",-0.450191
"[C&H0&R]=[C&H1][c&H0&R]:[n&H1&R]:[c&H0&R]",-0.434728
"[n&H0&R]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.428210
"[S&H1]-[c&H0&R]:[n&H1&R]:[c&H0&R]=[O&H0]",-0.425437
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.423867
"[N&H1]-[C&H2]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.421823
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H2]",-0.419075
"[C&H1&R]-[N&H2]",-0.414813
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H1]",-0.402732
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.393505
"[n&H0&R]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.390895
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]-[O&H0&R]",-0.390658
"[C&H0]-[C&H2]-[O&H1]",-0.388302
"[n&H0&R]:[n&H0&R2]:[c&H0&R]-[O&H1]",-0.384018
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.383897
"[n&H0&R]-[C&H2]-[C&H2]-[O&H1]",-0.377476
"[N&H2]-[C&H2]-[C&H2]",-0.377407
"[C&H0]=[N&H1]",-0.376951
"[N&H2]-[C&H2]-[c&H0&R]:[n&H0&R]",-0.371343
"[C&H0](=[O&H0])-[O&H1]",-0.371182
"[N&H1]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.363266
"[C&H0&R3]-[N&H1]-[C&H2]-[C&H0]=[O&H0]",-0.361674
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.361355
"[n&H0&R2]1-[C&H2&R]-[C&H2&R]-[C&H2&R]-[c&H0&R2]:1",-0.360477
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.357838
"[C&H3]-[C&H0]=[N&H1]",-0.356284
"[n&H0&R]-[C&H2]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.356210
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[C&H1]",-0.354241
