fragment,contribution
"[C&H0]=[N&H1]",-0.650517
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.644651
"[O&H1]-[C&H0]=[O&H0]",-0.640604
"[N&H2]-[N&H1]-[C&H2]",-0.625933
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.621366
"[S&H0]=[N&H1]",-0.595996
"[B&H0]-[O&H1]",-0.588566
"[B&H0&R]-[O&H1]",-0.588566
"[N&H2]-[C&H2]-[C&H2]",-0.582967
"[C&H2]-[N&H2]",-0.579927
"[C&H1]-[N&H2]",-0.569746
"[n&H0&R]:[n&H0&R2]:[c&H0&R]-[O&H1]",-0.567647
"[C&H0](=[N&H1])-[N&H2]",-0.561085
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.560615
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.559876
"[N&H2]-[C&H0&R3]-[C&H2&R2]",-0.557694
"[C&H0]-[O&H1]",-0.554088
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.551257
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.545117
"[C&H3]-[C&H0]=[N&H1]",-0.541556
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.539399
"[N&H2]-[C&H0]=[N&H1]",-0.538987
"[C&H2&R]-[N&H1&R]",-0.535568
"[C&H1](-[N&H2])-[C&H2]",-0.529690
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.509178
"[N&H1]-[N&H2]",-0.507818
"[O&H1]-[B&H0]-[O&H1]",-0.506926
"[C&H2]-[C&H0]=[N&H1]",-0.500118
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.488428
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.487579
"[C&H0&R3](-[N&H2])-[C&H2&R2]",-0.487024
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[C&H2]",-0.485194
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.472774
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.469638
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H2&R2]",-0.463330
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.455596
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.450795
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.448512
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.447998
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.445377
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.442230
"[N&H1]-[C&H0]=[N&H1]",-0.434729
"[C&H0]-[N&H2]",-0.433053
"[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.428507
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.427636
"[C&H0&R2]-[O&H1]",-0.427301
"[N&H2]-[N&H1]",-0.421604
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.417796
"[C&H0&R3]-[N&H2]",-0.409997
"[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.407167
"[C&H2]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.406121
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.404750
"[c&H0&R]-[C&H0]=[N&H1]",-0.402451
"[C&H3]-[C&H1]-[O&H1]",-0.402290
"[C&H3]-[C&H1]-[N&H2]",-0.401727
"[C&H1&R2]-[O&H1]",-0.401536
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.401046
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.400706
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.398953
"[C&H2&R]-[N&H1&R]-[C&H2&R]",-0.397541
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.396610
"[O&H1]-[C&H0](=[O&H0])[C&H1]=[C&H1]",-0.395520
"[N&H0&R]-[B&H0&R]-[O&H1]",-0.391019
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.389883
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[N&H1]",-0.388251
"[C&H1]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.383473
"[C&H0&R3]",0.382508
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H1&R2]-[O&H0&R2]",-0.378770
"[N&H0]-[C&H0]=[N&H1]",-0.378665
"[C&H2&R]-[N&H1&R]-[C&H2&R]-[C&H2&R]-[O&H0&R]",-0.375966
"[C&H0&R3]-[C&H2]-[C&H0]-[O&H1]",-0.370772
"[c&H0&R]=[N&H1]",-0.370558
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.368744
"[C&H0]-[C&H0]-[O&H1]",-0.366863
"[C&H1]-[C&H1]-[O&H1]",-0.366512
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H1&R]",-0.365491
"[C&H1]-[O&H1]",-0.362452
"[C&H1&R]-[N&H2]",-0.362286
"[n&H0&R]:[n&H0&R2]:[c&H0&R]-[C&H3]",-0.361942
"[N&H2]-[C&H2]",-0.361436
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.360712
"[C&H0&R2]-[N&H1&R]",-0.359031
"[n&H0&R2]:[c&H0&R]-[O&H1]",-0.357592
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.356872
"[C&H2]-[C&H1]-[O&H1]",-0.356583
