fragment,contribution
"[C&H0](=[N&H1])-[N&H2]",-0.528149
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.517357
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.504061
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.463741
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.446633
"[S&H1]",-0.441396
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.437164
"[N&H2]-[C&H0]=[N&H1]",-0.435504
"[N&H2]-[C&H2]-[C&H2]",-0.428149
"[C&H0]=[N&H1]",-0.424480
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.424192
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.423991
"[O&H1]-[C&H0]=[O&H0]",-0.421652
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.420590
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.418482
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[n&H0&R]",-0.418315
"[N&H2]-[N&H1]-[C&H2]",-0.414549
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.410043
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.397655
"[O&H1]-[C&H0]-[C&H2]-[O&H0]",-0.394636
"[S&H0]-[N&H1]-[C&H0]=[O&H0]",-0.388621
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.386904
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.384751
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H0&R2]",-0.381013
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.376966
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.375580
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[c&H0&R]",-0.368712
"[N&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.368432
"[O&H1]-[C&H0]-[C&H2]-[n&H0&R]:[c&H1&R]",-0.367286
"[S&H0]-[N&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.363466
"[C&H0]-[C&H0]-[O&H1]",-0.363210
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.360021
"[C&H0](=[O&H0])-[O&H1]",-0.359504
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.358713
"[N&H2]-[N&H1]",-0.357404
"[C&H1]-[C&H0]-[O&H1]",-0.356288
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.356122
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.351761
"[C&H0]-[N&H1]-[S&H0](=[O&H0])=[O&H0]",-0.350774
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.346445
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.345653
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.343782
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.343429
"[C&H0]-[O&H1]",-0.342950
