fragment,contribution
"[C&H0]=[N&H1]",-1.047186
"[O&H1]-[C&H0]-[c&H0&R]:[c&H0&R2]:[c&H0&R2]",-0.804598
"[c&H0&R]=[N&H1]",-0.784389
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.714511
"[O&H1]-[C&H0]-[C&H1]-[N&H1]",-0.700369
"[C&H1]-[N&H2]",-0.673691
"[N&H2]-[C&H0]=[N&H1]",-0.656600
"[O&H1]-[C&H0]-[C&H1&R]-[c&H0&R2]:[n&H0&R2]",-0.655808
"[C&H2]-[C&H0]=[N&H1]",-0.645296
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[N&H1]",-0.643457
"[C&H2]-[N&H2]",-0.619224
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.618333
"[C&H3]-[C&H0]=[N&H1]",-0.593872
"[O&H1]-[C&H0]-[C&H2]-[n&H0&R]:[n&H0&R]",-0.591886
"[S&H0]=[N&H1]",-0.588469
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H0&R2]",-0.583779
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[C&H2]",-0.574247
"[O&H1]-[C&H0]-[c&H0&R]:[c&H0&R2]",-0.550251
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]-[c&H0&R2]",-0.549710
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]-[N&H1&R]",-0.543152
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.524153
"[O&H1]-[C&H0]-[C&H2]-[N&H1]",-0.519121
"[C&H0](=[O&H0])-[O&H1]",-0.513054
"[O&H1]-[C&H0]-[C&H2]-[n&H0&R]",-0.508293
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.502264
"[C&H0](=[N&H1])-[N&H2]",-0.496986
"[O&H1]-[C&H0](=[O&H0])[C&H1]=[C&H1]",-0.494197
"[O&H1]-[C&H0]-[c&H0&R]:[c&H0&R2]:[c&H1&R]",-0.493281
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.487708
"[N&H1]-[C&H0]=[N&H1]",-0.484311
"[O&H1]-[C&H0&R3]-[C&H2&R]-[c&H0&R2]:[c&H0&R2]",-0.483429
"[C&H0]=[N&H0][O&H1]",-0.480575
"[O&H1]-[B&H0]-[O&H1]",-0.476418
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]-[C&H2&R]",-0.475609
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.472429
"[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.464853
"[O&H1]-[S&H0]=[N&H1]",-0.461800
"[C&H0&R3]-[C&H0](=[O&H0])-[O&H1]",-0.457918
"[O&H1]-[C&H0]=[O&H0]",-0.451021
"[C&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.448863
"[C&H1]-[C&H0]-[O&H1]",-0.439297
"[N&H0]-[C&H0]=[N&H1]",-0.437569
"[n&H0&R]:[c&H0&R]=[N&H1]",-0.437436
"[C&H0]-[S&H1]",-0.436154
"[O&H1]-[C&H0]-[C&H1&R]-[c&H0&R2]",-0.428174
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.424559
"[c&H0&R]-[C&H0]=[N&H1]",-0.423287
"[O&H1]-[C&H1]-[C&H2]-[N&H0&R]-[C&H0&R]",0.421927
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.414418
"[O&H0&R]-[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.408265
"[O&H1]-[C&H0]-[c&H0&R]:[n&H1&R]:[c&H0&R2]",-0.407884
"[C&H1&R]-[C&H0](=[O&H0])-[O&H1]",-0.407583
"[O&H1]-[C&H0]-[C&H2]-[S&H0]=[O&H0]",-0.407197
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[c&H0&R]",-0.406101
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.404228
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]",-0.403906
"[O&H1]-[C&H1]-[c&H0&R]:[c&H0&R2]:[c&H0&R2]",-0.402621
"[c&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.398839
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H1&R]",-0.397428
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[n&H1&R]",-0.397280
"[O&H1]-[C&H2]-[c&H0&R]:[c&H0&R2]:[c&H0&R2]",-0.395245
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.393034
