fragment,contribution
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.670869
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.636711
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.569304
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.544028
"[N&H0&+]-[C&H2]-[C&H2]-[C&H2]",-0.526305
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.521373
"[O&H1]-[C&H0]=[O&H0]",-0.510143
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.505081
"[C&H0](=[N&H1])-[N&H2]",-0.492482
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.480723
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.472340
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.459312
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.453566
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.449089
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[C&H2]",-0.445078
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H2]",-0.444736
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.436850
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.436127
"[N&H2]-[C&H2]-[C&H2]",-0.434248
"[C&H0](=[N&H1])-[N&H1]-[S&H0]-[N&H2]",-0.429306
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.424408
"[C&H0](=[N&H1])-[N&H1]-[S&H0]=[O&H0]",-0.423687
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.419378
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.417414
"[N&H0&+]-[C&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.407386
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]",-0.405306
"[C&H0]-[O&H1]",-0.404807
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[C&H3]",-0.404075
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.402601
"[C&H0](=[N&H1])-[N&H1]-[S&H0]",-0.402482
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.401513
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.400905
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.398987
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.396413
"[C&H0](=[N&H1])-[N&H1]-[C&H0]=[O&H0]",-0.393874
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.392946
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]",-0.390013
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H1&R]",-0.388285
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.387930
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.387645
"[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.386167
"[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.384168
"[C&H0]-[N&H1]-[S&H0](=[O&H0])=[O&H0]",-0.383337
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[N&H1]",-0.382467
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.378704
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.376124
"[S&H0]-[N&H1]-[C&H0]=[O&H0]",-0.375747
"[O&H1]-[C&H0](=[O&H0])-[C&H1&R]-[C&H2&R]",-0.373593
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.373178
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.372266
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.371994
"[c&H0&R]=[N&H0&+]-[C&H3]",-0.367901
"[C&H1]-[O&H1]",-0.363259
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.361606
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.359900
"[N&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.356968
"[O&H1]-[C&H0](=[O&H0])[C&H1]=[C&H1]",-0.354986
"[C&H0](=[O&H0])-[O&H1]",-0.352466
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.351923
"[c&H0&R]-[N&H0&R]-[S&H0&R](-[N&H1&R])=[O&H0]",-0.350781
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[O&H0]",-0.344992
"[C&H2]-[O&H0]-[P&H0](-[O&H1])-[O&H1]",0.344347
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H2]",-0.341808
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.339127
"[O&H0]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.337574
"[c&H0&R]-[N&H0&R]-[S&H0&R]-[N&H1&R]-[C&H0&R]",-0.335047
"[C&H3]-[N&H1]-[C&H2]",-0.334944
"[C&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.333447
