fragment,contribution
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H2&R2])-[C&H2&R2]",-0.893692
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[C&H2]",-0.885101
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H2&R2]",-0.851608
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H1&R3]",-0.793440
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H1&R3])-[C&H2&R2]",-0.781332
"[O&H1]-[C&H0]=[O&H0]",-0.758558
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.752358
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.740995
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[c&H0&R]",-0.731125
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]",-0.705877
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.695592
"[N&H2]-[C&H1]-[C&H2]-[C&H0]=[O&H0]",-0.686406
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.679408
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H0&R2]",-0.675198
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[c&H1&R]",-0.661686
"[n&H1&R]:[c&H0&R]-[C&H0](=[O&H0])-[O&H1]",-0.637051
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H1&R]",-0.635602
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.629197
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[c&H0&R]",-0.621854
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]",-0.620144
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.620007
"[n&H0&R]-[C&H2]-[O&H0]-[C&H2]-[C&H2]",-0.612346
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.607635
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[s&H0&R]",-0.606229
"[N&H2]-[C&H0](=[N&H1])-[S&H0]-[C&H2]",-0.603417
"[S&H0]-[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.598142
"[N&H0]-[C&H2]-[C&H2]-[C&H0]-[C&H0]",-0.593339
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.590132
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.585920
"[N&H2]-[C&H0](=[N&H1])-[S&H0]",-0.585545
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.577057
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.576238
"[Cl&H0]-[C&H0]=[O&H0]",-0.565977
"[O&H0]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.561311
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.559855
"[N&H2]-[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.558113
"[n&H0&R]:[c&H0&R]-[N&H1]-[S&H0]-[C&H2]",-0.548858
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.548737
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.544755
"[S&H0]-[N&H0]-[C&H2]-[C&H0]=[O&H0]",-0.544683
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.539009
"[c&H0&R]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.535225
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[c&H0&R]",-0.533672
"[O&H1]-[C&H0&R](=[N&H0&R])-[N&H1&R]-[C&H0&R]",-0.533282
"[N&H2]-[C&H1]-[C&H0]-[O&H1]",-0.530104
"[O&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]:[c&H0&R2]",-0.528924
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.527992
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.526439
"[N&H1]-[C&H1]-[C&H2]-[C&H0]=[O&H0]",-0.525569
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.524154
"[S&H0]-[C&H2]-[C&H0]=[O&H0]",-0.521389
"[N&H1]-[C&H2]-[C&H2]-[C&H1]-[O&H1]",-0.519095
"[N&H1]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.518062
"[n&H1&R]:[c&H0&R]-[N&H1]-[C&H0]=[O&H0]",-0.515071
"[N&H2]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.514750
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]",-0.514096
"[N&H2]-[C&H0](=[N&H1])-[N&H1]",-0.513244
"[N&H1]-[C&H1]-[C&H2]-[C&H2]-[O&H1]",-0.507881
"[N&H1]-[C&H1&R2]-[C&H2&R2]-[N&H0&R3]-[C&H2&R2]",-0.507365
"[O&H1]-[C&H0]-[C&H0](-[O&H1])-[O&H1]",-0.507310
"[O&H1]-[C&H0]-[C&H2]-[S&H0]",-0.507236
"[c&H0&R2]-[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.506026
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.505348
"[n&H0&R]:[c&H0&R]-[C&H1]-[N&H0]-[C&H0]",-0.504625
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.500191
"[C&H0]-[N&H1]-[C&H1&R2]-[C&H2&R2]-[N&H0&R3]",-0.499936
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.497562
"[c&H0&R2]-[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.495263
"[C&H0]-[C&H1]=[C&H1]-[C&H0]-[O&H1]",-0.494674
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.493490
"[C&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.492502
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.491344
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.491342
"[c&H0&R2]:[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.487626
"[C&H2]-[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.486420
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[C&H1]",-0.486359
"[C&H0](=[N&H1])-[N&H1]-[S&H0]=[O&H0]",-0.485981
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.485953
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.485508
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[C&H2]",-0.484592
"[N&H1&R]-[C&H0&R]-[C&H2&R]-[O&H0&R]-[c&H0&R2]",-0.484552
"[n&H0&R]:[c&H0&R]-[C&H0]=[N&H0]-[O&H1]",-0.481192
"[O&H1]-[C&H0&R](=[N&H0&R])-[N&H1&R]",-0.479669
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H0&R]",-0.478808
"[O&H1]-[C&H0]-[c&H0&R]:[n&H1&R]:[c&H0&R2]",-0.477984
"[O&H1]-[c&H0&R]:[n&H0&R]:[c&H0&R2]-[N&H1&R]",-0.476174
"[N&H2]-[C&H0](-[N&H2])-[C&H2]-[c&H0&R]",-0.472787
"[O&H1]-[C&H0]-[C&H1]-[C&H2]-[c&H0&R]",-0.471621
"[N&H0]-[O&H0]-[C&H2]-[C&H2]-[C&H2]",-0.471282
"[N&H1]-[C&H1]-[C&H2]-[C&H2]-[C&H2]",-0.468959
"[c&H0&R]-[O&H0]-[C&H2]-[C&H1]-[O&H1]",-0.467107
"[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.467068
"[O&H1]-[C&H0](-[C&H3])-[C&H0]-[O&H1]",-0.466559
"[C&H0]-[N&H0]-[C&H1]-[C&H0]=[O&H0]",-0.466356
"[O&H1]-[c&H0&R]:[n&H0&R2]:[c&H0&R2]:[n&H0&R]",-0.461246
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.460018
"[n&H0&R]:[c&H0&R]-[C&H0]-[O&H1]",-0.457345
