fragment,contribution
"[C&H0](=[N&H1])-[N&H2]",-0.606739
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.575322
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.542509
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H1]",-0.529499
"[O&H1]-[C&H0]=[O&H0]",-0.528267
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.503797
"[N&H2]-[N&H1]-[C&H2]-[C&H2]",-0.484822
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.482499
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.481823
"[C&H3]-[N&H1]-[C&H2]-[C&H2]",-0.444787
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.441482
"[N&H2]-[N&H1]-[C&H2]",-0.438303
"[N&H2]-[C&H2]-[C&H2]",-0.435575
"[C&H3]-[N&H1]-[C&H2]-[c&H0&R]",-0.434855
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.427736
"[C&H1](-[N&H2])-[C&H2]",-0.422977
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.421793
"[C&H3]-[N&H1]-[C&H1&R]-[C&H2&R]-[C&H2&R]",-0.419633
"[O&H1]-[C&H0]",-0.414506
"[N&H2]-[C&H0]=[N&H1]",-0.409543
"[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.409489
"[N&H2]-[N&H1]",-0.401674
"[C&H1]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.399150
"[C&H3]-[C&H0]=[N&H1]",-0.392851
"[N&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.390807
"[C&H1]-[N&H2]",-0.385391
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.384447
"[C&H0](=[O&H0])-[O&H1]",-0.382702
"[C&H3]-[N&H1]-[C&H1](-[C&H3])-[C&H1]",-0.380084
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.379917
"[C&H0](=[N&H1])-[N&H1]-[S&H0]",-0.377337
"[C&H0](=[N&H1])-[N&H1]-[S&H0]=[O&H0]",-0.376443
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.376060
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.375276
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.371159
"[C&H0&R]1(-[N&H2])-[C&H2&R]-[C&H2&R]-[C&H2&R]-1",-0.370741
"[C&H2]-[N&H1]-[C&H2]-[c&H0&R]:[s&H0&R]",-0.366842
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.364235
"[C&H1]-[N&H1]-[C&H1&R]-[C&H2&R]-[C&H2&R]",-0.360445
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[O&H1]",-0.360271
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.359222
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.354786
"[c&H0&R](=[N&H0&+](-[C&H3])-[C&H3]):[c&H1&R]",-0.353684
"[C&H0&R3](-[N&H2])-[C&H2&R2]",-0.353013
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[c&H0&R]",-0.352286
"[C&H0](=[N&H1])-[N&H0&R]",-0.351629
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H2&R2]",-0.351615
"[C&H2]-[N&H1]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.351191
"[c&H1&R]:[c&H0&R][C&H0](=[N&H0])-[N&H2]",-0.347841
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.347659
"[C&H0](=[N&H1])-[N&H1]",-0.346902
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.344271
"[C&H0](=[N&H1])-[N&H1]-[S&H0]-[N&H2]",-0.344225
"[C&H3]-[N&H1]-[C&H1&R](-[C&H2&R])-[C&H2&R]",-0.344021
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H2&R2])-[C&H2&R2]",-0.343376
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.342644
"[C&H0](=[N&H1])-[N&H0&R](-[C&H2&R])-[C&H2&R]",-0.341563
"[C&H3]-[N&H1]-[C&H0&R]-[C&H1&R2]-[C&H2&R]",-0.341071
"[C&H3]-[N&H1]-[C&H2]-[C&H1]-[c&H0&R]",-0.337928
"[C&H0]=[N&H1]",-0.336320
"[C&H2]-[C&H0]=[N&H1]",-0.335475
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.333988
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H2&R2]",-0.332546
"[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.329093
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.327860
"[C&H3]-[N&H1]-[C&H0&R]-[C&H1&R2]-[C&H2&R2]",-0.327258
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.325765
"[C&H2]-[N&H2]",-0.323302
"[C&H0&R3]-[N&H2]",-0.322386
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.318229
"[C&H0](=[N&H1])-[N&H1]-[C&H2]",-0.317212
"[N&H1]-[N&H2]",-0.316770
"[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.316719
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.315399
"[N&H2]-[C&H0&R3](-[C&H2&R2])(-[C&H2&R2])-[C&H2&R2]",-0.315185
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.314828
"[C&H2]-[N&H1]-[C&H2]-[C&H2]-[O&H0]",-0.313675
"[C&H3]-[N&H1]-[C&H1&R]-[C&H2&R]",-0.313107
"[N&H1]-[C&H1&R2]-[C&H2&R2]-[N&H0&R3]-[C&H2&R2]",-0.312906
"[C&H3]-[N&H1]-[C&H2]",-0.312237
"[C&H0](=[N&H1])-[S&H0]",-0.309845
"[N&H2]-[C&H2]-[C&H2]-[c&H0&R]:[c&H1&R]",-0.309499
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.308184
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.308031
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.305322
"[C&H1]-[C&H0]-[O&H1]",-0.304993
"[C&H1]-[N&H1]-[C&H2]-[C&H1]-[O&H1]",-0.304841
"[C&H3]-[N&H1]-[C&H1]-[C&H3]",-0.304293
"[C&H0](=[N&H0])[N&H2]",-0.303775
"[S&H0]-[N&H1]-[C&H0]=[O&H0]",-0.302980
