fragment,contribution
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.666173
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H2&R2])-[C&H2&R2]",-0.641037
"[N&H2]-[C&H0&R3]-[C&H2&R2]-[C&H1&R3]-[C&H2&R2]",-0.624170
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H2&R2]",-0.623821
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.583014
"[N&H1]-[C&H1&R2]-[C&H2&R2]-[N&H0&R3]-[C&H2&R2]",-0.575108
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.574652
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.573373
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]-[C&H1&R3]",-0.571406
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.569510
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.564338
"[N&H2]-[C&H0&R3](-[C&H2&R2])-[C&H2&R2]",-0.563566
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.546997
"[N&H2]-[C&H0&R3](-[C&H2&R2]-[C&H1&R3])-[C&H2&R2]",-0.542097
"[N&H2]-[C&H2]-[C&H2]",-0.525407
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.525225
"[S&H0]-[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.524890
"[N&H0&+]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.514642
"[O&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.513057
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.512694
"[N&H1]-[C&H1](-[C&H2])-[C&H0]-[O&H1]",-0.512593
"[c&H0&R2]:[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.511006
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.508994
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.507100
"[S&H0]-[N&H0]-[C&H2]-[C&H0]=[O&H0]",-0.503166
"[O&H1]-[C&H0]=[O&H0]",-0.498973
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.495961
"[N&H0&+]-[C&H2]-[C&H2]-[O&H0]-[C&H0]",-0.494183
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.487699
"[c&H0&R]-[O&H0]-[C&H2]-[C&H1]-[O&H1]",-0.484582
"[O&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]:[c&H0&R]",-0.483723
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.481358
"[S&H0]-[N&H1]-[c&H0&R]:[n&H0&R]:[n&H0&R]",-0.474125
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[c&H0&R]",-0.473005
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.472212
"[C&H0]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.471211
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.470527
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.469442
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.467530
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.463769
"[C&H3]-[N&H1]-[C&H2]-[C&H2]-[C&H2]",-0.463062
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.459214
"[N&H1]-[C&H1](-[C&H2])-[C&H2]-[O&H1]",-0.459013
"[c&H0&R]-[N&H1]-[C&H1]-[C&H0]-[O&H1]",-0.458555
"[n&H0&R]-[C&H2]-[O&H0]-[C&H2]-[C&H2]",-0.458252
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.450958
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.448610
"[N&H2]-[C&H0&R3]-[C&H2&R2]",-0.447916
"[O&H0]-[C&H1]-[C&H0](=[O&H0])-[O&H1]",-0.447040
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H0&R2]",-0.444428
"[C&H0](=[O&H0])-[O&H1]",-0.441520
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.440208
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[N&H2]",-0.439115
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.436387
"[c&H0&R]:[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.435782
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.435265
"[c&H0&R2]-[N&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.434024
