fragment,coefficient
[C&H0]-[O&H1],-0.398057758808136
[c&H0&R]-[C&H0]-[O&H1],-0.32251617312431335
[C&H2]-[C&H0]-[O&H1],-0.26818838715553284
[C&H0](=[O&H0])-[O&H1],-0.25947293639183044
[S&H0]=[O&H0],-0.20502929389476776
[O&H0]-[C&H0],0.1921948939561844
[C&H1]-[C&H2],0.17619478702545166
[C&H2&R]-[C&H2&R]-[N&H1&R],-0.17466360330581665
[C&H1&R]-[N&H1]-[C&H2],-0.17307035624980927
[c&H0&R]=[N&H1],0.1719498634338379
[c&H0&R]:[n&H0&R]:[n&H0&R],-0.16838523745536804
[c&H0&R]:[n&H1&R],-0.16389396786689758
[C&H0](=[O&H0])-[C&H2],-0.16133765876293182
[C&H2&R]-[N&H1&R],-0.15546351671218872
[c&H0&R]=[S&H0],0.15396848320960999
[C&H0]-[F&H0],0.15388557314872742
[N&H1]-[S&H0],-0.1503848433494568
[c&H0&R]:[c&H0&R]-[N&H1],0.14610764384269714
[C&H1]-[C&H0](=[O&H0])-[O&H1],-0.14563821256160736
[S&H0](=[O&H0])=[O&H0],-0.14399582147598267
[C&H1]-[C&H0]=[O&H0],-0.14276990294456482
[N&H1]-[C&H2]-[C&H2],-0.1400313526391983
[C&H3]-[C&H0],-0.13994397222995758
[c&H0&R2]:[c&H1&R]:[c&H0&R],0.13968108594417572
[c&H0&R]:[c&H1&R]:[n&H0&R],-0.138698011636734
[C&H2]-[C&H0](=[O&H0])-[O&H1],-0.1371707022190094
[c&H1&R]:[c&H0&R](:[c&H1&R])-[c&H0&R],0.13654641807079315
[C&H2]-[C&H1]-[O&H1],-0.13602545857429504
[C&H0]=[N&H1],-0.1341651976108551
[C&H3]-[c&H0&R]:[c&H1&R],0.1337822675704956
[C&H0]=[O&H0],-0.13210785388946533
[c&H0&R]-[C&H0](=[O&H0])-[O&H1],-0.12981991469860077
[C&H2]-[C&H0],-0.12954866886138916
[N&H1]-[C&H2]-[C&H1]-[O&H1],-0.1289600431919098
[C&H1&R]-[C&H2],-0.12809796631336212
[S&H0]-[N&H2],-0.12753263115882874
[C&H1]=[O&H0],-0.12751902639865875
[C&H1&R2]-[C&H2&R2],-0.12713195383548737
[c&H0&R]-[N&H0&R],0.12563230097293854
[c&H1&R]:[c&H0&R]-[N&H1],0.1244543194770813
[C&H2]-[C&H2]-[C&H0],-0.1241566464304924
[O&H0&R]-[C&H2&R],-0.11980080604553223
[C&H3]-[c&H0&R](:[c&H1&R]:[c&H1&R]):[c&H0&R],0.11891684681177139
[N&H0&R]-[C&H2&R]-[C&H2&R]-[N&H0&R],-0.1167123094201088
[c&H1&R]:[c&H0&R]-[O&H1],-0.11498548835515976
[N&H1]-[c&H0&R]:[c&H0&R]:[c&H1&R],0.11466745287179947
[C&H2&R]-[N&H0&R]-[C&H2],0.11425428092479706
[N&H0]-[C&H2]-[C&H2],-0.1140746995806694
[c&H0&R]:[c&H1&R]:[c&H0&R]:[c&H1&R],0.11392892152070999
[C&H1](-[C&H2])-[C&H0],-0.1137385442852974
