fragment,contribution
"[O&H1]-[C&H0]-[C&H2]-[C&H0]=[O&H0]",-0.589698
"[C&H0](=[N&H1])-[N&H2]",-0.530319
"[N&H2]-[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.526767
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.526390
"[N&H2]-[C&H2]-[C&H2]-[C&H2]",-0.522206
"[N&H2]-[C&H2]-[C&H2]",-0.517135
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[C&H2]",-0.511546
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.506180
"[O&H1]-[C&H0]=[O&H0]",-0.497254
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[O&H0]",-0.493710
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]",-0.490093
"[N&H2]-[C&H0](=[N&H1])-[S&H0]",-0.487431
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.484299
"[N&H2]-[C&H0](=[N&H1])-[N&H1]",-0.482670
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[C&H0]",-0.481537
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[c&H0&R]",-0.476689
"[O&H1]-[C&H0]-[C&H2]-[c&H0&R]:[n&H0&R]",-0.476301
"[C&H0]-[C&H2]-[C&H2]-[C&H0]-[O&H1]",-0.472708
"[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.467220
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[c&H1&R]",-0.464754
"[N&H2]-[C&H0](=[N&H1])-[S&H0]-[C&H2]",-0.462232
"[C&H3]-[C&H1](-[N&H2])-[C&H2]-[c&H0&R]",-0.457509
"[N&H2]-[C&H1]-[C&H2]-[C&H0]=[O&H0]",-0.453216
"[N&H2]-[C&H2]-[C&H2]-[C&H1]",-0.449601
"[N&H2]-[C&H0](=[N&H1])-[c&H0&R]:[s&H0&R]",-0.447664
"[C&H0](=[N&H1])-[N&H1]-[S&H0]=[O&H0]",-0.443858
"[S&H0]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.441688
"[c&H0&R]-[C&H0](=[N&H1])-[N&H2]",-0.435752
"[C&H0](=[N&H1])-[N&H1]-[C&H2]-[c&H0&R]",-0.433754
"[C&H0](=[N&H0])-[N&H2]",-0.427931
"[n&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.427722
"[C&H3]-[C&H1](-[N&H2])-[C&H2]",-0.427667
"[O&H1]-[C&H0]-[C&H2]-[O&H0]-[c&H0&R]",-0.427275
"[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.425823
"[N&H2]-[C&H2]-[c&H0&R](:[n&H0&R]):[n&H1&R]",-0.422977
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[c&H0&R]",-0.422698
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.420057
"[C&H3]-[C&H0](=[N&H1])-[N&H1]-[C&H2]",-0.419341
"[c&H1&R]:[c&H0&R]=[N&H0&+](-[C&H3])-[C&H3]",-0.418839
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.417883
"[N&H2]-[C&H0](=[N&H1])-[N&H1]-[C&H0]",-0.417805
"[S&H0]-[C&H2]-[C&H0]-[O&H1]",-0.415801
"[C&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.414803
"[N&H1]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.408182
"[C&H0](=[N&H1])-[N&H1]-[C&H0]=[O&H0]",-0.405213
"[N&H2]-[C&H2]-[C&H0]-[O&H1]",-0.405000
"[C&H0]-[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.402408
"[c&H0&R]-[N&H1]-[C&H0](=[N&H1])-[N&H2]",-0.399273
"[N&H0&R]-[C&H2]-[C&H0](=[O&H0])-[O&H1]",-0.398673
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.398669
"[N&H1]-[C&H2]-[C&H0]-[O&H1]",-0.394539
"[O&H1]-[C&H0]-[C&H2]-[C&H2]-[n&H0&R]",-0.393392
"[C&H0](=[N&H1])-[N&H1]-[C&H2]",-0.391474
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.391029
"[n&H0&R]-[C&H2]-[C&H0]-[O&H1]",-0.390836
"[C&H0]-[C&H2]-[C&H2]-[C&H0]=[O&H0]",-0.390122
"[N&H1]-[C&H2]-[C&H2]-[C&H1]-[O&H1]",-0.389196
"[O&H1]-[C&H0]-[C&H2]-[O&H0]",-0.385504
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[C&H0]",-0.384798
"[N&H1]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.383872
"[N&H2]-[C&H2]",-0.383162
"[N&H0]=[c&H0&R](:[c&H1&R]):[c&H1&R]:[c&H0&R2]",-0.381618
