fragment,contribution
"[O&H1]-[C&H0]-[C&H2]-[S&H0]-[C&H2]",-0.747125
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[O&H0]",-0.725534
"[N&H2]-[C&H2]-[C&H2]-[C&H1]-[O&H0]",-0.708537
"[O&H1]-[C&H0](=[O&H0])-[C&H2]-[S&H0]",-0.650524
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H1]",-0.640531
"[N&H1]-[C&H1&R2]-[C&H2&R2]-[N&H0&R3]-[C&H2&R2]",-0.623963
"[O&H1]-[C&H0](=[O&H0])-[C&H1]",-0.603843
"[N&H2]-[C&H0](=[N&H1])-[N&H0&R]-[C&H2&R]",-0.597668
"[N&H0]-[C&H2]-[C&H1]-[C&H2]-[O&H0]",-0.592869
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[N&H1]",-0.592046
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[c&H1&R]",-0.589919
"[N&H0&+]-[C&H2]-[C&H2]-[C&H2]-[C&H2]",-0.583866
"[N&H0]-[C&H2]-[C&H1]-[C&H2]-[C&H2]",-0.580942
"[c&H0&R]-[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.576970
"[O&H0]-[C&H2]-[C&H0]-[O&H1]",-0.576738
"[O&H1]-[C&H0]=[O&H0]",-0.576565
"[N&H0]-[C&H2]-[C&H0]-[O&H1]",-0.567438
"[N&H0]-[C&H2]-[C&H2]-[C&H2]-[O&H0]",-0.561673
"[O&H1]-[C&H0](=[O&H0])-[C&H2]",-0.556370
"[N&H1]-[C&H1]-[C&H2]-[O&H0]-[C&H2]",-0.555789
"[N&H2]-[C&H2]-[C&H2]-[C&H2]-[C&H0]",-0.555117
"[O&H1]-[C&H0](=[O&H0])-[c&H0&R]:[n&H1&R]",-0.549055
"[N&H1]-[C&H1]-[C&H2]-[C&H0]-[O&H1]",-0.547666
"[O&H1]-[C&H0](=[O&H0])-[C&H1]-[C&H2]",-0.546911
"[c&H0&R]-[O&H0]-[C&H1]-[C&H0]-[O&H1]",-0.546334
